"","Code","Texte","Regroupement"
"4502","JCGA003","Ablation de calcul de l'uretère iliaque, par abord direct","ADC"
"4503","JCGE001","Ablation et/ou fragmentation de calcul de l'uretère pelvien, par urétéroscopie rétrograde","ADC"
"4504","JCGC001","Ablation de calcul de l'uretère pelvien, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4505","JCGA001","Ablation de calcul de l'uretère pelvien, par abord direct","ADC"
"4506","JBPH001","Urétéropyélotomie ou urétérotomie, avec guidage radiologique","ATM"
"4507","JBPE002","Urétéropyélotomie ou urétérotomie, par néphroscopie par une néphrostomie déjà en place","ATM"
"4508","JBPG001","Urétéropyélotomie ou urétérotomie, par néphroscopie par voie transcutanée","ATM"
"4509","JBPE001","Urétéropyélotomie ou urétérotomie, par urétéroscopie rétrograde","ADC"
"4510","JBMC001","Plastie du bassinet et de la jonction pyélo-urétérale, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4511","JBMA001","Plastie du bassinet et de la jonction pyélo-urétérale, par abord direct","ADC"
"4512","JBNE004","Destruction de tumeur calicielle et/ou pyélique avec laser, par urétéronéphroscopie","ATM"
"4513","JCND001","Destruction de tumeur de l'uretère lombal, par une néphrostomie déjà en place","ATM"
"4514","JCNE004","Destruction de tumeur de l'uretère lombal, par urétéroscopie rétrograde","ADC"
"4515","JCNF001","Destruction de tumeur de l'uretère lombal, par voie transcutanée","ATM"
"4516","JCNE003","Destruction de tumeur de l'uretère iliaque, par urétéroscopie rétrograde","ADC"
"4517","JCNE002","Destruction de tumeur de l'uretère pelvien, par urétéroscopie rétrograde","ADC"
"4518","JCNE001","Destruction d'un moignon de l'uretère, par urétéroscopie rétrograde","ADC"
"4519","JBFE001","Exérèse de tumeur pyélique et/ou calicielle, par endoscopie rétrograde","ADC"
"4520","JBFA001","Exérèse de tumeur pyélique et/ou calicielle, avec néphrostomie par voie transcutanée","ADC"
"4521","JCFD001","Exérèse de tumeur de l'uretère lombal, par une néphrostomie déjà en place","ATM"
"4522","JCFF001","Exérèse de tumeur de l'uretère lombal, par voie transcutanée","ATM"
"4523","JCFE001","Exérèse de tumeur de l'uretère lombal, par urétéroscopie rétrograde","ADC"
"4524","JCFE003","Exérèse de tumeur de l'uretère iliaque, par urétéroscopie rétrograde","ADC"
"4525","JCFE002","Exérèse de tumeur de l'uretère pelvien, par urétéroscopie rétrograde","ADC"
"4526","JBFC001","Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4527","JBFA002","Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par abord direct","ADC"
"4528","JCFA002","Urétérectomie segmentaire lombo-iliaque avec rétablissement de la continuité de l'uretère, par abord direct","ADC"
"4529","JCFA003","Urétérectomie segmentaire pelvienne avec rétablissement de la continuité de l'uretère, par abord direct","ADC"
"4530","JCFA009","Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale, par abord direct","ADC"
"4531","JCFA008","Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et montage antireflux, par abord direct","ADC"
"4532","JCFA010","Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct","ADC"
"4533","JCPA003","Section-anastomose d'un uretère rétrocave, par abord direct","ADC"
"4534","JCFA005","Résection longitudinale modelante d’un méga-uretère avec réimplantation urétérovésicale et montage antireflux, par abord direct","ADC"
"4535","JCFA007","Exérèse d'une urétérocèle avec réimplantation urétérovésicale homolatérale, par abord direct","ADC"
"4536","JCFA004","Exérèse d'une urétérocèle avec réimplantation urétérovésicale, héminéphrectomie et urétérectomie totale homolatérales, par abord direct","ADC"
"4537","JCFA006","Exérèse unilatérale d'une urétérocèle avec réimplantation urétérovésicale bilatérale, par abord direct","ADC"
"4538","JCFC001","Urétérectomie totale, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4539","JCFA001","Urétérectomie totale, par abord direct","ADC"
"4540","JCKA001","Remplacement partiel de l'uretère par un segment digestif, par abord direct","ADC"
"4541","JCKA002","Remplacement total de l'uretère par un segment digestif, par abord direct","ADC"
"4542","JCCA010","Dérivation de l'urine par conduit rénovésical prothétique souscutané, sans néphrostomie","ADC"
"4543","JCCA009","Dérivation de l'urine par conduit rénovésical prothétique souscutané, avec néphrostomie","ADC"
"4544","JCAD001","Dilatation de l'uretère, par une néphrostomie déjà en place","ATM"
"4545","JCAF001","Dilatation de l'uretère, par voie transcutanée","ATM"
"4546","JCAE001","Dilatation de l'uretère, par urétéroscopie rétrograde","ATM"
"4547","JCAH001","Dilatation de l'uretère, par urétrocystoscopie avec guidage radiologique","ATM"
"4548","JCPD001","Reperméation de l'uretère par forage intraluminal","ADC"
"4549","JCPC002","Libération de l'uretère sans intrapéritonisation, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4550","JCPA002","Libération de l'uretère sans intrapéritonisation, par abord direct","ADC"
"4551","JCPC001","Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par cœlioscopie ou par rétropéritonéoscopie","ADC"
"4552","JCPA001","Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par abord direct","ADC"
"4553","JCSA003","Fermeture de fistule urétérocutanée acquise, par abord direct","ADC"
"4554","JCSA001","Fermeture de fistule urétérodigestive acquise, par abord direct","ADC"
"4555","JCSA002","Fermeture de fistule urétéro-utérine acquise, par abord direct","ADC"
"4556","JCSA005","Fermeture de fistule urétérovésicale acquise, par abord direct","ADC"
"4557","JCSA004","Fermeture de fistule urétérovaginale acquise, par abord direct","ADC"
"4558","JCLE004","Injection sousmuqueuse intra-urétérale de matériel hétérologue, par endoscopie","ATM"
"4559","JCPE002","Incision du méat urétéral, par endoscopie","ADC"
"4560","JCPE001","Incision d'une urétérocèle, par endoscopie","ADC"
"4561","JCGH003","Ablation d'un fragment de matériel intra-urétéral par une néphrostomie déjà en place, avec guidage radiologique","ATM"
"4562","JDJD001","Évacuation de la vessie par cathétérisme transitoire [Sondage vésical évacuateur]","ATM"
"4563","JDLD001","Pose d'une sonde urétrovésicale [Sondage vésical à demeure]","ATM"
"4564","JDLF001","Pose d'un cathéter intravésical, par voie transcutanée suprapubienne","ATM"
"4565","JDJD002","Décaillotage de la vessie par sonde, par voie urétrale","ATM"
"4566","JDJE001","Décaillotage de la vessie, par endoscopie","ATM"
"4567","JDCJ001","Cystostomie, par voie transcutanée avec guidage échographique","ATM"
"4568","JDCA002","Cystostomie cutanée, par laparotomie","ADC"
"4569","JDCA001","Cystostomie cutanée continente sans fermeture du col de la vessie, par laparotomie","ADC"
"4570","JDCA004","Cystostomie cutanée continente avec fermeture du col de la vessie, par laparotomie","ADC"
"4571","JDKD002","Changement d'une sonde urétrovésicale","ATM"
"4572","JDKD001","Changement d'une sonde de cystostomie","ATM"
"4573","JDGE001","Ablation de calcul ou de corps étranger de la vessie, par endoscopie","ADC"
"4574","JDNM001","Lithotritie extracorporelle de la vessie","ATM"
"4575","JDNE001","Destruction de lésion de la vessie, par endoscopie","ADC"
"4576","JDFE002","Résection de 1 à 3 tumeurs de la vessie, par endoscopie","ADC"
"4577","JDFE001","Résection de 4 tumeurs de la vessie ou plus, par endoscopie","ADC"
"4578","JDFC001","Exérèse de diverticule de la vessie, par cœlioscopie","ADC"
"4579","JDFA002","Exérèse de diverticule de la vessie, par laparotomie","ADC"
"4580","JDFC023","Cystectomie partielle, par cœlioscopie","ADC"
"4581","JDFA011","Cystectomie partielle, par laparotomie","ADC"
"4582","JDFA014","Cystectomie partielle avec implantation de matériel pour irradiation interstitielle de la vessie, par laparotomie","ADC"
"4583","JDFA017","Cystectomie partielle avec réimplantation urétérovésicale, par laparotomie","ADC"
"4584","JDFA004","Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement, par laparotomie","ADC"
"4585","JDFA015","Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement et réimplantation urétérovésicale, par laparotomie","ADC"
"4586","JDFA005","Cystectomie totale, par laparotomie","ADC"
"4587","JDFA001","Cystectomie totale avec urétérostomie cutanée, par laparotomie","ADC"
"4588","JDFA008","Cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie","ADC"
"4589","JDFA003","Cystectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie","ADC"
"4590","JDFA009","Cystectomie totale avec anastomose urétérocolique directe, par laparotomie","ADC"
"4591","JDFA006","Cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie","ADC"
"4592","JDFA016","Cystectomie totale avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie","ADC"
"4593","JDDC002","Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par cœlioscopie","ADC"
"4594","JDDA002","Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie","ADC"
"4595","JDDA008","Cervicocystopexie indirecte par abord vaginal et par voie abdominale, avec guidage endoscopique","ADC"
"4596","JDDA007","Cervicocystopexie indirecte par bandelette vaginale pédiculée, par laparotomie et par abord vaginal","ADC"
"4597","JDDA005","Cervicocystopexie directe par bandelette prothétique infra-urétrale, par laparotomie","ADC"
"4598","JDDA004","Cervicocystopexie directe par bandelette aponévrotique infra-urétrale, par laparotomie","ADC"
"4599","JDDA006","Cervicocystopexie directe par bandelette infra-urétrale, par laparotomie et par voie transvaginale","ADC"
"4600","JDDA003","Cervicocystopexie par bandelette par abord vaginal et par voie transcutanée, avec guidage endoscopique","ADC"
"4601","JDDB005","Soutènement vésical par bandelette synthétique infra-urétrale, par voie transvaginale et par voie transobturatrice","ADC"
"4602","JDDB007","Soutènement vésical par bandelette synthétique infra-urétrale, par voie transvaginale et par voie transrétropubienne, avec contrôle endoscopique","ADC"
"4603","JMBA001","Plicature infra-urétrale, par abord vaginal","ADC"
"4604","JMDA001","Soutènement vésical par myoplastie infra-urétrale, par abord vaginal","ADC"
"4605","JRPA001","Section d'une bandelette synthétique infra-urétrale, par abord vaginal","ADC"
"4606","JRGA001","Ablation d'une bandelette synthétique infra-urétrale, par abord vaginal","ADC"
"4607","JRGC001","Ablation partielle d'une bandelette synthétique infra-urétrale, par cœlioscopie","ADC"
"4608","JRGA002","Ablation partielle d'une bandelette synthétique infra-urétrale, par laparotomie","ADC"
"4609","JRGA004","Ablation totale d'une bandelette synthétique infra-urétrale, par cœlioscopie et par abord vaginal","ADC"
"4610","JRGA003","Ablation totale d'une bandelette synthétique infra-urétrale, par laparotomie et par abord vaginal","ADC"
"4611","JDCC016","Suture de plaie ou de rupture de vessie, par cœlioscopie","ADC"
"4612","JDCA003","Suture de plaie ou de rupture de vessie, par laparotomie","ADC"
"4613","JDMA001","Entérocystoplastie d'agrandissement par anse détubulée, par laparotomie","ADC"
"4614","JDMA002","Entérocystoplastie d'agrandissement avec réimplantation urétérovésicale bilatérale, par laparotomie","ADC"
"4615","JDSA008","Fermeture de fistule vésicocutanée acquise, par abord direct","ADC"
"4616","JDSA011","Fermeture de fistule vésicodigestive acquise, par laparotomie","ADC"
"4617","JDSA005","Fermeture de fistule vésico-utérine acquise, par laparotomie","ADC"
"4618","JDSC024","Fermeture de fistule vésicovaginale acquise, par cœlioscopie","ADC"
"4619","JDSA006","Fermeture de fistule vésicovaginale acquise, par abord vaginal","ADC"
"4620","JDSA002","Fermeture de fistule vésicovaginale acquise, par laparotomie","ADC"
"4621","JDFA007","Résection d'un kyste ou d'une fistule du ligament ombilical médian [ouraque]","ADC"
"4622","JDFA012","Exérèse de la plaque d'une exstrophie vésicale avec dérivation urinaire, sans ostéotomie du bassin","ADC"
"4623","JDFA013","Exérèse de la plaque d'une exstrophie vésicale avec dérivation urinaire et cure unilatérale ou bilatérale de hernie de l'aine, sans ostéotomie du bassin","ADC"
"4624","JDFA010","Exérèse de la plaque d'une exstrophie vésicale avec dérivation urinaire, avec ostéotomie du bassin",NA
"4625","JDSA003","Fermeture d'une exstrophie vésicale avec allongement du pénis, sans ostéotomie du bassin","ADC"
"4626","JDSA007","Fermeture d'une exstrophie vésicale avec allongement du pénis et cure unilatérale ou bilatérale de hernie de l'aine, sans ostéotomie du bassin","ADC"
"4627","JDSA009","Fermeture d'une exstrophie vésicale avec allongement du pénis, avec ostéotomie du bassin",NA
"4628","JDSA004","Fermeture d'une exstrophie vésicale avec allongement de l'urètre chez la fille, sans ostéotomie du bassin","ADC"
"4629","JDSA001","Fermeture d'une exstrophie vésicale avec allongement de l'urètre chez la fille, avec ostéotomie du bassin",NA
"4630","JDPA001","Myotomie du corps de la vessie pour agrandissement, par laparotomie","ADC"
"4631","JDLD002","Instillation vésicale d'agent pharmacologique par cathétérisme urétral","ATM"
"4632","JDAD001","Distension hydrostatique de la vessie","ATM"
"4633","JDLE332","Injection de toxine botulique dans la musculeuse vésicale, par urétrocystoscopie","ATM"
"4634","JDPE001","Incision de collet de diverticule de la vessie, par urétrocystoscopie","ATM"
"4635","JDPA002","Cystotomie à visée thérapeutique, par laparotomie","ADC"
"4636","JDLA001","Implantation vésicale de vecteur pour curiethérapie interstitielle de la vessie, par laparotomie","ADC"
"4637","JRRD001","Séance de rééducation vésicosphinctérienne avec apprentissage des modes de déclenchement mictionnel ou de l'autosondage","ATM"
"4638","JELA004","Pose d'une prothèse sphinctérienne urinaire péricervicale avec abord rétrovésical chez l'homme, par laparotomie","ADC"
"4639","JELA001","Pose d'une prothèse sphinctérienne urinaire péricervicale chez la femme, par laparotomie","ADC"
"4640","JELA003","Pose d'une prothèse sphinctérienne urinaire périurétroprostatique, par laparotomie","ADC"
"4641","JELA002","Pose d'une prothèse sphinctérienne urinaire périurétrale pénienne ou bulbomembranacée [bulbomembraneuse], par abord direct","ADC"
"4642","JELB003","Pose de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée avec guidage radiologique","ADC"
"4643","JEGA004","Ablation d'une prothèse sphinctérienne urinaire péricervicale ou périurétroprostatique chez l'homme, par laparotomie","ADC"
"4644","JEGA005","Ablation d'une prothèse sphinctérienne urinaire péricervicale chez la femme, par laparotomie","ADC"
"4645","JEGA002","Ablation d'une prothèse sphinctérienne urinaire périurétrale pénienne ou bulbomembranacée [bulbomembraneuse], par abord direct","ADC"
"4646","JEGB005","Ablation de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée","ADC"
"4647","JEKA007","Changement du manchon gonflable d'une prothèse sphinctérienne urinaire péricervicale ou périurétroprostatique chez l'homme, par laparotomie","ADC"
"4648","JEKA006","Changement du manchon gonflable d'une prothèse sphinctérienne urinaire péricervicale chez la femme, par laparotomie","ADC"
"4649","JEKA005","Changement du manchon gonflable d'une prothèse sphinctérienne périurétrale pénienne ou bulbomembranacée [bulbomembraneuse], par abord direct","ADC"
"4650","JEKA010","Changement d'élément ou repressurisation d'une prothèse sphinctérienne urinaire, par abord direct","ADC"
"4651","JEKA008","Changement complet d'une prothèse sphinctérienne urinaire péricervicale ou périurétroprostatique chez l'homme, par laparotomie","ADC"
"4652","JEKA009","Changement complet d'une prothèse sphinctérienne urinaire péricervicale chez la femme, par laparotomie","ADC"
"4653","JEKA002","Changement complet d'une prothèse sphinctérienne urinaire périurétrale pénienne ou bulbomembranacée [bulbomembraneuse], par abord direct","ADC"
"4654","JEKB006","Changement de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée avec guidage radiologique","ADC"
"4655","JELE002","Pose d'une endoprothèse de l'urètre, par endoscopie","ADC"
"4656","JELE003","Pose d'une endoprothèse de l'urètre cervicoprostatique, par endoscopie","ADC"
"4657","JEGE002","Ablation d'une endoprothèse temporaire de l'urètre, par endoscopie","ADC"
"4658","JEGE004","Ablation d'une endoprothèse définitive de l'urètre, par endoscopie","ADC"
"4659","JEKE001","Changement d'une endoprothèse de l'urètre, par endoscopie","ATM"
"4660","JEAD001","Dilatation de sténose de l’urètre à l'aveugle","ATM"
"4661","JEAH001","Dilatation de sténose de l'urètre, avec contrôle radiologique","ATM"
"4662","JEGE001","Ablation de corps étranger de l'urètre, par urétroscopie","ATM"
"4663","JEGA003","Ablation de corps étranger de l'urètre, par abord direct","ADC"
"4664","JDPE002","Incision cervicale ou cervicoprostatique, par endoscopie","ADC"
"4665","JEPE001","Incision du sphincter strié de l'urètre, par endoscopie","ADC"
"4666","JEPH001","Incision de valve de l'urètre par endoscopie, avec contrôle radiologique","ADC"
"4667","JECE001","Ouverture de diverticule de l'urètre, par endoscopie","ADC"
"4668","JEPD001","Urétrotomie interne à l'aveugle","ADC"
"4669","JEPD002","Urétrotomie interne méatique ou rétroméatique à l'aveugle","ADC"
"4670","JEPE002","Urétrotomie, par endoscopie","ADC"
"4671","JEPA001","Mise à plat de sténose de l'urètre postérieur","ADC"
"4672","JEPA006","Mise à plat de sténose de l'urètre antérieur","ADC"
"4673","JENE001","Destruction de lésion de l'urètre, par endoscopie","ADC"
"4674","JEGE003","Épilation de l'urètre, par endoscopie","ADC"
"4675","JDFE003","Résection du col de la vessie, par endoscopie","ADC"
"4676","JDFA018","Résection ou incision du col de la vessie, par abord direct","ADC"
"4677","JEFE003","Résection du sphincter strié de l'urètre, par endoscopie","ADC"
"4678","JEFE001","Résection de tumeur de l'urètre, par endoscopie","ADC"
"4679","JEFE004","Résection de sténose de l'urètre à l'anse coupante, par endoscopie","ADC"
"4680","JEFE005","Résection de valve de l'urètre, par endoscopie","ADC"
"4681","JEFA002","Exérèse de diverticule de l'urètre, par abord direct","ADC"
"4682","JEFA003","Exérèse de lésion du méat urétral chez la femme, par abord direct","ADC"
"4683","JEFA004","Urétrectomie partielle avec urétrostomie cutanée","ADC"
"4684","JEFA010","Résection-anastomose de l'urètre postérieur, par laparotomie sans abord transsymphysaire","ADC"
"4685","JEFA012","Résection-anastomose de l'urètre postérieur, par laparotomie avec abord transsymphysaire","ADC"
"4686","JEFA009","Résection-anastomose de l'urètre membranacé [membraneux], par abord périnéal","ADC"
"4687","JEFA011","Résection-anastomose de l'urètre bulbaire, par abord périnéal","ADC"
"4688","JEFA008","Résection-anastomose de l'urètre antérieur, par abord pénoscrotal","ADC"
"4689","JEFA007","Urétrectomie totale","ADC"
"4690","JEFA001","Résection et modelage d'une urétrocèle après urétroplastie","ADC"
"4691","JEPA007","Libération de l'urètre [Urétrolyse], par abord direct","ADC"
"4692","JEEE001","Alignement de rupture traumatique de l’urètre, par endoscopie","ADC"
"4693","JECA002","Suture de plaie de l'urètre périnéal","ADC"
"4694","JDMA003","Reconstruction du col de la vessie, par laparotomie","ADC"
"4695","JEMA002","Urétrocervicoplastie de continence, par laparotomie","ADC"
"4696","JEMA018","Urétrocervicoplastie de continence avec réimplantation urétérovésicale et création de montage antireflux, par laparotomie","ADC"
"4697","JEMA001","Urétrocervicoplastie de continence avec entérocystoplastie d'agrandissement, par laparotomie","ADC"
"4698","JEMA023","Plastie de l'urètre postérieur par lambeau libre","ADC"
"4699","JEMA005","Plastie de l'urètre postérieur par lambeau pédiculé","ADC"
"4700","JEMA010","Plastie de l'urètre antérieur par lambeau libre","ADC"
"4701","JEMA007","Plastie de l'urètre antérieur par lambeau pédiculé","ADC"
"4702","JEMA022","Reconstruction de l'urètre postérieur après mise à plat","ADC"
"4703","JEMA015","Reconstruction de l'urètre antérieur après mise à plat","ADC"
"4704","JEMA009","Urétroplastie chez la femme","ADC"
"4705","JEMA012","Urétroplastie balanique ou rétroméatique","ADC"
"4706","JEMA011","Méatoplastie de l'urètre par abord direct, chez le garçon","ADC"
"4707","JEMA013","Méatoplastie de l'urètre par abord direct, chez la fille","ADC"
"4708","JEMA017","Méatoplastie ou méatotomie urétrale sans lambeau, chez l'adulte","ADC"
"4709","JEMA016","Méatoplastie de l'urètre avec lambeau préputial ou cutané, chez l'adulte","ADC"
"4710","JEMA003","Retouche de cicatrice cutanée après urétroplastie","ADC"
"4711","JELD001","Injection sousmuqueuse périurétrocervicale de matériel hétérologue par voie transvaginale, avec guidage endoscopique","ATM"
"4712","JELE001","Injection sousmuqueuse intra-urétrale de matériel hétérologue, par endoscopie","ATM"
"4713","JESA003","Fermeture de fistule cutanée de l'urètre","ADC"
"4714","JESA005","Fermeture de fistule urétro-prostato-rectale, par abord anal transsphinctérien","ADC"
"4715","JESA004","Fermeture de fistule urétro-prostato-rectale, par laparotomie","ADC"
"4716","JESA001","Fermeture de fistule urétro-prostato-rectale, par abord périnéal","ADC"
"4717","JDSA010","Fermeture du col de la vessie pour cystostomie cutanée continente","ADC"
"4718","JECA001","Urétrostomie cutanée","ADC"
"4719","JEFA005","Exérèse d'un urètre surnuméraire","ADC"
"4720","JEMA004","Urétroplastie pour méga-urètre congénital","ADC"
"4721","JEAA001","Allongement intravésical de l'urètre","ADC"
"4722","JEMA006","Urétroplastie pour hypospadias périnéoscrotal avec redressement du pénis","ADC"
"4723","JEMA020","Urétroplastie pour hypospadias pénien postérieur ou moyen sans redressement du pénis","ADC"
"4724","JEMA019","Urétroplastie pour hypospadias pénien postérieur ou moyen avec redressement du pénis","ADC"
"4725","JEMA021","Urétroplastie pour hypospadias balanique ou pénien antérieur, sans reconstruction du prépuce","ADC"
"4726","JEMA014","Urétroplastie pour hypospadias balanique ou pénien antérieur, avec reconstruction du prépuce","ADC"
"4727","JGNE003","Destruction d'une hypertrophie de la prostate par radiofréquence, par urétrocystoscopie avec guidage échographique","ATM"
"4728","JGNE171","Destruction d’une hypertrophie de la prostate par laser [photovaporisation], par urétrocystoscopie","ADC"
"4729","JGNJ900","Destruction de lésion de la prostate par ultrasons focalisés de haute intensité, par voie rectale","ADC"
"4730","JGND002","Cryothérapie de la prostate","ATM"
"4731","JGJB001","Évacuation de collection de la prostate, par voie transrectale ou transpérinéale avec guidage au doigt","ATM"
"4732","JGFA016","Résection ou marsupialisation de collection de la prostate ou de diverticule de l'urètre, par urétrocystoscopie","ADC"
"4733","JGFE004","Résection et/ou désobstruction des conduits éjaculateurs, par urétrocystoscopie","ADC"
"4734","JGFE023","Résection d'une hypertrophie de la prostate sans laser, par urétrocystoscopie","ADC"
"4735","JGFE365","Résection d'une hypertrophie de la prostate avec laser, par urétrocystoscopie","ADC"
"4736","JGFA014","Résection palliative de la prostate [Recalibrage de l'urètre], par urétrocystoscopie","ADC"
"4737","JGFA005","Adénomectomie transvésicale de la prostate, par laparotomie","ADC"
"4738","JGFA009","Adénomectomie rétropubienne ou transcapsulaire de la prostate, par laparotomie","ADC"
"4739","JGFA007","Exérèse rétrovésicale ou transvésicale de l'utricule de la prostate, par laparotomie","ADC"
"4740","JGFC045","Exérèse des vésicules séminales, par cœlioscopie","ADC"
"4741","JGFA008","Exérèse des vésicules séminales, par laparotomie","ADC"
"4742","JGFC001","Vésiculoprostatectomie totale, par cœlioscopie","ADC"
"4743","JGFA006","Vésiculoprostatectomie totale, par laparotomie","ADC"
"4744","JGFA011","Vésiculoprostatectomie totale, par abord périnéal","ADC"
"4745","JDFA024","Vésiculo-prostato-cystectomie totale, par laparotomie","ADC"
"4746","JDFA023","Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée, par laparotomie","ADC"
"4747","JDFA025","Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie","ADC"
"4748","JDFA020","Vésiculo-prostato-cystectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie","ADC"
"4749","JDFA019","Vésiculo-prostato-cystectomie totale avec anastomose urétérocolique directe, par laparotomie","ADC"
"4750","JDFA022","Vésiculo-prostato-cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie","ADC"
"4751","JDFA021","Vésiculo-prostato-cystectomie totale avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie","ADC"
"4752","JHFA012","Exérèse de lésion du testicule, par abord scrotal","ADC"
"4753","JHFA010","Pulpectomie testiculaire unilatérale ou bilatérale, par abord scrotal","ADC"
"4754","JHFA017","Orchidectomie, par abord scrotal","ADC"
"4755","JHFA005","Orchidectomie, par abord inguinal","ADC"
"4756","JHFA006","Orchidectomie avec pose de prothèse testiculaire, par abord inguinal","ADC"
"4757","JHFA008","Orchidectomie élargie au cordon spermatique [Orchiépididymectomie], par abord inguinal","ADC"
"4758","JHFA001","Exérèse d'un kyste du cordon spermatique chez l'adulte, par abord inguinal","ADC"
"4759","JHFA004","Exérèse d'un kyste de l’épididyme, par abord scrotal","ADC"
"4760","JHFA019","Résection d'une hydrocèle abdominoscrotale, par laparotomie ou par abord inguinal","ADC"
"4761","JHFA013","Résection de la tunique vaginale du testicule, par abord scrotal","ADC"
"4762","JHFA014","Épididymectomie, par abord scrotal","ADC"
"4763","JHLA005","Pose d'une prothèse de testicule, par abord inguinal","ADC"
"4764","JHGA002","Ablation d'une prothèse de testicule","ADC"
"4765","JHKA002","Changement d'une prothèse de testicule, par abord inguinal","ADC"
"4766","JHCA006","Suture de rupture du testicule, par abord scrotal","ADC"
"4767","JHCA005","Anastomose épididymodéférentielle, par abord scrotal","ADC"
"4768","JHCA002","Anastomose déférentodéférentielle, par abord scrotal","ADC"
"4769","JHEP002","Détorsion manuelle du cordon spermatique","ATM"
"4770","JHEA009","Détorsion du cordon spermatique ou exérèse des annexes du testicule, par abord direct","ADC"
"4771","JHEA010","Détorsion du cordon spermatique avec orchidopexie unilatérale ou bilatérale, par abord direct","ADC"
"4772","JHDA001","Orchidopexie, par abord scrotal","ADC"
"4773","JHEA012","Autotransplantation du testicule","ADC"
"4774","JHSB001","Ligature, section ou résection unilatérale ou bilatérale du conduit déférent, par voie transcutanée","ATM"
"4775","JHSA001","Ligature, section ou résection unilatérale ou bilatérale du conduit déférent, par abord scrotal","ADC"
"4776","JHJB003","Évacuation d'hydrocèle sans injection de produit sclérosant, par voie transcutanée","ATM"
"4777","JHJB001","Évacuation d'hydrocèle avec injection de produit sclérosant, par voie transcutanée","ATM"
"4778","JHBA001","Plicature de la tunique vaginale du testicule, par abord scrotal","ADC"
"4779","JHMA006","Confection d'une spermatocèle","ADC"
"4780","JHFA002","Résection plastique ou exérèse du scrotum","ADC"
"4781","JHMA005","Plastie du scrotum pour éléphantiasis","ADC"
"4782","JHJA001","Évacuation ou mise à plat d'un abcès du scrotum, par abord direct","ADC"
"4783","JHFC001","Orchidectomie pour cryptorchidie abdominale, par cœlioscopie","ADC"
"4784","JHFA003","Orchidectomie pour cryptorchidie abdominale, par laparotomie","ADC"
"4785","JHEA004","Abaissement et fixation d'un testicule ectopique non palpable, par cœlioscopie et par abord inguinoscrotal","ADC"
"4786","JHEA001","Abaissement et fixation d'un testicule ectopique non palpable, par abord inguinal et par abord scrotal","ADC"
"4787","JHEA002","Abaissement et fixation d'un testicule ectopique palpable, par abord inguinal et par abord scrotal","ADC"
"4788","JHEP001","Réduction manuelle d'un paraphimosis","ATM"
"4789","JHEA003","Réduction chirurgicale d'un paraphimosis","ADC"
"4790","JHPA003","Libération d'adhérences du prépuce du pénis","ADC"
"4791","JHFA009","Posthectomie","ADC"
"4792","JHPA001","Section ou plastie du frein du prépuce du pénis","ADC"
"4793","JHMA001","Plastie du prépuce du pénis [Posthoplastie]","ADC"
"4794","JHMA003","Reconstruction du prépuce du pénis","ADC"
"4795","JHMA002","Reconstruction de la peau du pénis par greffe cutanée","ADC"
"4796","JHNP001","Destruction de lésion du gland et/ou du prépuce du pénis","ATM"
"4797","JHFA007","Exérèse de lésion des corps caverneux du pénis","ADC"
"4798","JHFA015","Exérèse de lésion de la peau du pénis, du gland et/ou du sillon balanopréputial, sans anesthésie générale ou locorégionale","ADC"
