CIM_COD;CIM_LIB;ALD_030_COD;CAT_CIM_COD;VER_CPT_COD;VER_CPT_DTE;CAT_TUM_COD
K709;Maladie alcoolique du foie, sans précision;99;K70;V8.0;02JUL2017:00:00:00;
K71;Maladie toxique du foie;6;K71;V8.0;02JUL2017:00:00:00;
K710;Maladie toxique du foie avec cholestase;99;K71;V8.0;02JUL2017:00:00:00;
K711;Maladie toxique du foie avec nécrose hépatique;99;K71;V8.0;02JUL2017:00:00:00;
K712;Maladie toxique du foie avec hépatite aiguë;99;K71;V8.0;02JUL2017:00:00:00;
K713;Maladie toxique du foie avec hépatite chronique persistante;99;K71;V8.0;02JUL2017:00:00:00;
K714;Maladie toxique du foie avec hépatite chronique lobulaire;99;K71;V8.0;02JUL2017:00:00:00;
K715;Maladie toxique du foie avec hépatite chronique active;99;K71;V8.0;02JUL2017:00:00:00;
K716;Maladie toxique du foie avec hépatite, non classée ailleurs;99;K71;V8.0;02JUL2017:00:00:00;
K717;Maladie toxique du foie avec fibrose et cirrhose du foie;6;K71;V8.0;02JUL2017:00:00:00;
K718;Maladie toxique du foie avec d'autres lésions du foie;99;K71;V8.0;02JUL2017:00:00:00;
K719;Maladie toxique du foie, sans précision;99;K71;V8.0;02JUL2017:00:00:00;
K72;Insuffisance hépatique, non classée ailleurs;99;K72;V8.0;02JUL2017:00:00:00;
K720;Insuffisance hépatique aiguë et subaiguë;99;K72;V8.0;02JUL2017:00:00:00;
K721;Insuffisance hépatique chronique;99;K72;V8.0;02JUL2017:00:00:00;
K729;Insuffisance hépatique, sans précision;99;K72;V8.0;02JUL2017:00:00:00;
K73;Hépatite chronique, non classée ailleurs;6;K73;V8.0;02JUL2017:00:00:00;
K730;Hépatite chronique persistante, non classée ailleurs;99;K73;V8.0;02JUL2017:00:00:00;
K731;Hépatite chronique lobulaire, non classée ailleurs;99;K73;V8.0;02JUL2017:00:00:00;
K732;Hépatite chronique active, non classée ailleurs;99;K73;V8.0;02JUL2017:00:00:00;
K738;Autres hépatites chroniques, non classées ailleurs;99;K73;V8.0;02JUL2017:00:00:00;
K739;Hépatite chronique, sans précision;99;K73;V8.0;02JUL2017:00:00:00;
K74;Fibrose et cirrhose du foie;6;K74;V8.0;02JUL2017:00:00:00;
K740;Fibrose hépatique;6;K74;V8.0;02JUL2017:00:00:00;
K741;Sclérose hépatique;6;K74;V8.0;02JUL2017:00:00:00;
K742;Fibrose hépatique, avec sclérose hépatique;6;K74;V8.0;02JUL2017:00:00:00;
K743;Cirrhose biliaire primitive;6;K74;V8.0;02JUL2017:00:00:00;
K744;Cirrhose biliaire secondaire;6;K74;V8.0;02JUL2017:00:00:00;
K745;Cirrhose biliaire, sans précision;6;K74;V8.0;02JUL2017:00:00:00;
K746;Cirrhoses (du foie), autres et sans précision;6;K74;V8.0;02JUL2017:00:00:00;
K75;Autres maladies inflammatoires du foie;99;K75;V8.0;02JUL2017:00:00:00;
K750;Abcès du foie;99;K75;V8.0;02JUL2017:00:00:00;
K751;Phlébite de la veine porte;99;K75;V8.0;02JUL2017:00:00:00;
K752;Hépatite réactive non spécifique;99;K75;V8.0;02JUL2017:00:00:00;
K753;Hépatite granulomateuse, non classée ailleurs;99;K75;V8.0;02JUL2017:00:00:00;
K754;Hépatite auto-immune;99;K75;V8.0;02JUL2017:00:00:00;
K758;Autres maladies inflammatoires précisées du foie;99;K75;V8.0;02JUL2017:00:00:00;
K759;Maladie inflammatoire du foie, sans précision;99;K75;V8.0;02JUL2017:00:00:00;
K76;Autres maladies du foie;6;K76;V8.0;02JUL2017:00:00:00;
K760;Dégénérescence graisseuse du foie, non classée ailleurs;99;K76;V8.0;02JUL2017:00:00:00;
K761;Congestion passive chronique du foie;99;K76;V8.0;02JUL2017:00:00:00;
K762;Nécrose hémorragique centrale du foie;99;K76;V8.0;02JUL2017:00:00:00;
K763;Infarctus hépatique;99;K76;V8.0;02JUL2017:00:00:00;
K764;Péliose hépatique;99;K76;V8.0;02JUL2017:00:00:00;
K765;Maladie veino-occlusive du foie;99;K76;V8.0;02JUL2017:00:00:00;
K766;Hypertension portale;99;K76;V8.0;02JUL2017:00:00:00;
K767;Syndrome hépato-rénal;99;K76;V8.0;02JUL2017:00:00:00;
K768;Autres maladies précisées du foie;99;K76;V8.0;02JUL2017:00:00:00;
K769;Maladie du foie, sans précision;99;K76;V8.0;02JUL2017:00:00:00;
K77;Atteintes hépatiques au cours de maladies classées ailleurs;99;K77;V8.0;02JUL2017:00:00:00;
K770;Atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs;99;K77;V8.0;02JUL2017:00:00:00;
K778;Atteintes hépatiques au cours d'autres maladies classées ailleurs;99;K77;V8.0;02JUL2017:00:00:00;
K80;Cholélithiase;99;K80;V8.0;02JUL2017:00:00:00;
K800;Calcul de la vésicule biliaire avec cholécystite aiguë;99;K80;V8.0;02JUL2017:00:00:00;
K801;Calcul de la vésicule biliaire avec une autre forme de cholécystite;99;K80;V8.0;02JUL2017:00:00:00;
K802;Calcul de la vésicule biliaire (sans cholécystite);99;K80;V8.0;02JUL2017:00:00:00;
K803;Calcul des canaux biliaires avec angiocholite;99;K80;V8.0;02JUL2017:00:00:00;
K804;Calcul des canaux biliaires avec cholécystite;99;K80;V8.0;02JUL2017:00:00:00;
K805;Calcul des canaux biliaires (sans angiocholite ni cholécystite);99;K80;V8.0;02JUL2017:00:00:00;
K808;Autres cholélithiases;99;K80;V8.0;02JUL2017:00:00:00;
K81;Cholécystite;99;K81;V8.0;02JUL2017:00:00:00;
K810;Cholécystite aiguë;99;K81;V8.0;02JUL2017:00:00:00;
K811;Cholécystite chronique;99;K81;V8.0;02JUL2017:00:00:00;
K818;Autres cholécystites;99;K81;V8.0;02JUL2017:00:00:00;
K819;Cholécystite, sans précision;99;K81;V8.0;02JUL2017:00:00:00;
K82;Autres maladies de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K820;Occlusion de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K821;Hydrocholécyste;99;K82;V8.0;02JUL2017:00:00:00;
K822;Perforation de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K823;Fistule de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K824;Cholestérolose de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K828;Autres maladies précisées de la vésicule biliaire;99;K82;V8.0;02JUL2017:00:00:00;
K829;Maladie de la vésicule biliaire, sans précision;99;K82;V8.0;02JUL2017:00:00:00;
K83;Autres maladies des voies biliaires;99;K83;V8.0;02JUL2017:00:00:00;
K830;Angiocholite [cholangite];99;K83;V8.0;02JUL2017:00:00:00;
K831;Obstruction des voies biliaires;99;K83;V8.0;02JUL2017:00:00:00;
K832;Perforation des voies biliaires;99;K83;V8.0;02JUL2017:00:00:00;
K833;Fistule des voies biliaires;99;K83;V8.0;02JUL2017:00:00:00;
K834;Spasme du sphincter d'Oddi;99;K83;V8.0;02JUL2017:00:00:00;
K835;Kyste biliaire;99;K83;V8.0;02JUL2017:00:00:00;
K838;Autres maladies précisées des voies biliaires;99;K83;V8.0;02JUL2017:00:00:00;
K839;Maladie des voies biliaires, sans précision;99;K83;V8.0;02JUL2017:00:00:00;
K85;Pancréatite aiguë;99;K85;V8.0;02JUL2017:00:00:00;
K850;Pancréatite aiguë idiopathique;99;K85;V8.0;02JUL2017:00:00:00;
K851;Pancréatite aiguë d'origine biliaire;99;K85;V8.0;02JUL2017:00:00:00;
K852;Pancréatite aiguë alcoolique;99;K85;V8.0;02JUL2017:00:00:00;
K853;Pancréatite aiguë médicamenteuse;99;K85;V8.0;02JUL2017:00:00:00;
K858;Autres pancréatites aiguës;99;K85;V8.0;02JUL2017:00:00:00;
K859;Pancréatite aiguë, sans précision;99;K85;V8.0;02JUL2017:00:00:00;
K86;Autres maladies du pancréas;99;K86;V8.0;02JUL2017:00:00:00;
K860;Pancréatite chronique alcoolique;99;K86;V8.0;02JUL2017:00:00:00;
K861;Autres pancréatites chroniques;99;K86;V8.0;02JUL2017:00:00:00;
K862;Kyste du pancréas;99;K86;V8.0;02JUL2017:00:00:00;
K863;Pseudokyste du pancréas;99;K86;V8.0;02JUL2017:00:00:00;
K868;Autres maladies précisées du pancréas;99;K86;V8.0;02JUL2017:00:00:00;
K869;Maladie du pancréas, sans précision;99;K86;V8.0;02JUL2017:00:00:00;
K87;Atteintes de la vésicule biliaire, des voies biliaires et du pancréas au cours de maladies classées ailleurs;99;K87;V8.0;02JUL2017:00:00:00;
K870;Atteinte de la vésicule biliaire et des voies biliaires au cours de maladies classées ailleurs;99;K87;V8.0;02JUL2017:00:00:00;
K8700;Cholangite à cytomégalovirus (B25.8);99;K87;V8.0;02JUL2017:00:00:00;
K8708;Atteintes de la vésicule biliaire et des voies biliaires au cours d'autres maladies classées ailleurs;99;K87;V8.0;02JUL2017:00:00:00;
K871;Atteinte du pancréas au cours de maladies classées ailleurs;99;K87;V8.0;02JUL2017:00:00:00;
K90;Malabsorption intestinale;99;K90;V8.0;02JUL2017:00:00:00;
K900;Maladie coeliaque;99;K90;V8.0;02JUL2017:00:00:00;
K901;Sprue tropicale;99;K90;V8.0;02JUL2017:00:00:00;
K902;Syndrome de l'anse borgne, non classé ailleurs;99;K90;V8.0;02JUL2017:00:00:00;
K903;Stéatorrhée pancréatique;99;K90;V8.0;02JUL2017:00:00:00;
K904;Malabsorption due à une intolérance, non classée ailleurs;99;K90;V8.0;02JUL2017:00:00:00;
K908;Autres malabsorptions intestinales;99;K90;V8.0;02JUL2017:00:00:00;
K909;Malabsorption intestinale, sans précision;99;K90;V8.0;02JUL2017:00:00:00;
K91;Atteintes de l'appareil digestif après un acte à visée diagnostique et thérapeutique, non classées ailleurs;99;K91;V8.0;02JUL2017:00:00:00;
K910;Vomissements consécutifs à une intervention gastro-intestinale;99;K91;V8.0;02JUL2017:00:00:00;
K911;Syndromes consécutifs à une intervention gastrique;99;K91;V8.0;02JUL2017:00:00:00;
K912;Malabsorption post-chirurgicale, non classée ailleurs;99;K91;V8.0;02JUL2017:00:00:00;
K913;Occlusion intestinale post-opératoire, non classée ailleurs;99;K91;V8.0;02JUL2017:00:00:00;
K914;Mauvais résultats fonctionnels d'une colostomie et d'une entérostomie;99;K91;V8.0;02JUL2017:00:00:00;
K915;Syndrome post-cholécystectomie;99;K91;V8.0;02JUL2017:00:00:00;
K918;Autres atteintes de l'appareil digestif après un acte à visée diagnostique et thérapeutique, non classées ailleurs;99;K91;V8.0;02JUL2017:00:00:00;
K919;Atteinte de l'appareil digestif après un acte à visée diagnostique et thérapeutique, sans précision;99;K91;V8.0;02JUL2017:00:00:00;
K92;Autres maladies du système digestif;99;K92;V8.0;02JUL2017:00:00:00;
K920;Hématémèse;99;K92;V8.0;02JUL2017:00:00:00;
K921;Mélæna;99;K92;V8.0;02JUL2017:00:00:00;
K922;Hémorragie gastro-intestinale, sans précision;99;K92;V8.0;02JUL2017:00:00:00;
K928;Autres maladies précisées du système digestif;99;K92;V8.0;02JUL2017:00:00:00;
K929;Maladie du système digestif, sans précision;99;K92;V8.0;02JUL2017:00:00:00;
K93;Atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K930;Atteintes tuberculeuses de l'intestin, du péritoine et des ganglions mésentériques (A18.3);99;K93;V8.0;02JUL2017:00:00:00;
K931;Mégacôlon au cours de la maladie de Chagas (B57.3);99;K93;V8.0;02JUL2017:00:00:00;
K938;Atteintes d'autres organes digestifs précisés au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9380;Atteintes de la cavité buccale au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9381;Atteintes de l'estomac au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9382;Atteintes de l'intestin au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K93820;Colite à cytomégalovirus (B25.8);99;K93;V8.0;02JUL2017:00:00:00;
K93828;Atteintes de l'intestin au cours d'autres maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9383;Atteintes du rectum au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K93830;Infection du rectum par le virus de l'herpès (A60.1);99;K93;V8.0;02JUL2017:00:00:00;
K93838;Atteintes du rectum au cours d'autres maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9384;Atteintes de l'anus au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K93840;Infection de l'anus par le virus de l'herpès (A60.1);99;K93;V8.0;02JUL2017:00:00:00;
K93848;Atteintes de l'anus au cours d'autres maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
K9388;Atteintes d'organes digestifs autres, au cours de maladies classées ailleurs;99;K93;V8.0;02JUL2017:00:00:00;
L00;Syndrome d'épidermolyse staphylococcique du nourrisson;99;L00;V8.0;02JUL2017:00:00:00;
L01;Impétigo;99;L01;V8.0;02JUL2017:00:00:00;
L010;Impétigo [tout micro-organisme] [toute localisation];99;L01;V8.0;02JUL2017:00:00:00;
L011;Impétiginisation d'autres dermatoses;99;L01;V8.0;02JUL2017:00:00:00;
L02;Abcès cutané, furoncle et anthrax;99;L02;V8.0;02JUL2017:00:00:00;
L020;Abcès cutané, furoncle et anthrax de la face;99;L02;V8.0;02JUL2017:00:00:00;
L021;Abcès cutané, furoncle et anthrax du cou;99;L02;V8.0;02JUL2017:00:00:00;
L022;Abcès cutané, furoncle et anthrax du tronc;99;L02;V8.0;02JUL2017:00:00:00;
L023;Abcès cutané, furoncle et anthrax de la fesse;99;L02;V8.0;02JUL2017:00:00:00;
L024;Abcès cutané, furoncle et anthrax d'un membre;99;L02;V8.0;02JUL2017:00:00:00;
L028;Abcès cutané, furoncle et anthrax d'autres localisations;99;L02;V8.0;02JUL2017:00:00:00;
L029;Abcès cutané, furoncle et anthrax, sans précision;99;L02;V8.0;02JUL2017:00:00:00;
L03;Phlegmon;99;L03;V8.0;02JUL2017:00:00:00;
L030;Phlegmon des doigts et des orteils;99;L03;V8.0;02JUL2017:00:00:00;
L031;Phlegmon d'autres parties d'un membre;99;L03;V8.0;02JUL2017:00:00:00;
L032;Phlegmon de la face;99;L03;V8.0;02JUL2017:00:00:00;
L033;Phlegmon du tronc;99;L03;V8.0;02JUL2017:00:00:00;
L038;Phlegmon d'autres localisations;99;L03;V8.0;02JUL2017:00:00:00;
L039;Phlegmon, sans précision;99;L03;V8.0;02JUL2017:00:00:00;
L04;Lymphadénite aiguë;99;L04;V8.0;02JUL2017:00:00:00;
L040;Lymphadénite aiguë de la face, de la tête et du cou;99;L04;V8.0;02JUL2017:00:00:00;
L041;Lymphadénite aiguë du tronc;99;L04;V8.0;02JUL2017:00:00:00;
L042;Lymphadénite aiguë d'un membre supérieur;99;L04;V8.0;02JUL2017:00:00:00;
L043;Lymphadénite aiguë d'un membre inférieur;99;L04;V8.0;02JUL2017:00:00:00;
L048;Lymphadénite aiguë d'autres localisations;99;L04;V8.0;02JUL2017:00:00:00;
L049;Lymphadénite aiguë, sans précision;99;L04;V8.0;02JUL2017:00:00:00;
L05;Sinus pilonidal;99;L05;V8.0;02JUL2017:00:00:00;
L050;Sinus pilonidal avec abcès;99;L05;V8.0;02JUL2017:00:00:00;
L059;Sinus pilonidal (sans abcès);99;L05;V8.0;02JUL2017:00:00:00;
L08;Autres infections localisées de la peau et du tissu cellulaire sous-cutané;99;L08;V8.0;02JUL2017:00:00:00;
L080;Pyodermite;99;L08;V8.0;02JUL2017:00:00:00;
L081;Érythrasma;99;L08;V8.0;02JUL2017:00:00:00;
L088;Autres infections localisées précisées de la peau et du tissu cellulaire sous-cutané;99;L08;V8.0;02JUL2017:00:00:00;
L089;Infection localisée de la peau et du tissu cellulaire sous-cutané, sans précision;99;L08;V8.0;02JUL2017:00:00:00;
L10;Pemphigus;99;L10;V8.0;02JUL2017:00:00:00;
L100;Pemphigus vulgaire;99;L10;V8.0;02JUL2017:00:00:00;
L101;Pemphigus végétant;99;L10;V8.0;02JUL2017:00:00:00;
L102;Pemphigus foliacé;99;L10;V8.0;02JUL2017:00:00:00;
L103;Pemphigus brésilien [fogo selvagem];99;L10;V8.0;02JUL2017:00:00:00;
L104;Pemphigus érythémateux;99;L10;V8.0;02JUL2017:00:00:00;
L105;Pemphigus médicamenteux;99;L10;V8.0;02JUL2017:00:00:00;
L108;Autres formes de pemphigus;99;L10;V8.0;02JUL2017:00:00:00;
L109;Pemphigus, sans précision;99;L10;V8.0;02JUL2017:00:00:00;
L11;Autres acantholyses;99;L11;V8.0;02JUL2017:00:00:00;
L110;Kératose folliculaire acquise;99;L11;V8.0;02JUL2017:00:00:00;
L111;Dermatose acantholytique transitoire [Grover];99;L11;V8.0;02JUL2017:00:00:00;
L118;Autres formes précisées d'acantholyse;99;L11;V8.0;02JUL2017:00:00:00;
L119;Acantholyse, sans précision;99;L11;V8.0;02JUL2017:00:00:00;
L12;Pemphigoïde;99;L12;V8.0;02JUL2017:00:00:00;
L120;Pemphigoïde bulleux;99;L12;V8.0;02JUL2017:00:00:00;
L121;Pemphigoïde cicatriciel;99;L12;V8.0;02JUL2017:00:00:00;
L122;Maladie chronique bulleuse de l'enfance;99;L12;V8.0;02JUL2017:00:00:00;
L123;Épidermolyse bulleuse acquise;99;L12;V8.0;02JUL2017:00:00:00;
L128;Autres pemphigoïdes;99;L12;V8.0;02JUL2017:00:00:00;
L129;Pemphigoïde, sans précision;99;L12;V8.0;02JUL2017:00:00:00;
L13;Autres dermatoses bulleuses;99;L13;V8.0;02JUL2017:00:00:00;
L130;Dermite herpétiforme;99;L13;V8.0;02JUL2017:00:00:00;
L131;Pustulose sous-cornée;99;L13;V8.0;02JUL2017:00:00:00;
L138;Autres dermatoses bulleuses précisées;99;L13;V8.0;02JUL2017:00:00:00;
L139;Dermatose bulleuse, sans précision;99;L13;V8.0;02JUL2017:00:00:00;
L14;Dermatoses bulleuses au cours de maladies classées ailleurs;99;L14;V8.0;02JUL2017:00:00:00;
L20;Dermite atopique;99;L20;V8.0;02JUL2017:00:00:00;
L200;Prurigo de Besnier;99;L20;V8.0;02JUL2017:00:00:00;
L248;Dermite irritante de contact due à d'autres agents;99;L24;V8.0;02JUL2017:00:00:00;
L249;Dermite irritante de contact, cause non précisée;99;L24;V8.0;02JUL2017:00:00:00;
L25;Dermite de contact, sans précision;99;L25;V8.0;02JUL2017:00:00:00;
L250;Dermite de contact, sans précision, due aux cosmétiques;99;L25;V8.0;02JUL2017:00:00:00;
L251;Dermite de contact, sans précision, due à des médicaments en contact avec la peau;99;L25;V8.0;02JUL2017:00:00:00;
L252;Dermite de contact, sans précision, due aux teintures;99;L25;V8.0;02JUL2017:00:00:00;
L253;Dermite de contact, sans précision, due à d'autres produits chimiques;99;L25;V8.0;02JUL2017:00:00:00;
L254;Dermite de contact, sans précision, due à des aliments en contact avec la peau;99;L25;V8.0;02JUL2017:00:00:00;
L255;Dermite de contact, sans précision, due aux végétaux, sauf aliments;99;L25;V8.0;02JUL2017:00:00:00;
L258;Dermite de contact, sans précision, due à d'autres agents;99;L25;V8.0;02JUL2017:00:00:00;
L259;Dermite de contact, sans précision, (de cause non précisée);99;L25;V8.0;02JUL2017:00:00:00;
L26;Dermite exfoliatrice;99;L26;V8.0;02JUL2017:00:00:00;
L27;Dermite due à des substances prises par voie interne;99;L27;V8.0;02JUL2017:00:00:00;
L270;Éruption généralisée due à des médicaments;99;L27;V8.0;02JUL2017:00:00:00;
L271;Éruption localisée due à des médicaments;99;L27;V8.0;02JUL2017:00:00:00;
L272;Dermite due à l'ingestion d'aliments;99;L27;V8.0;02JUL2017:00:00:00;
L278;Dermite due à d'autres substances prises par voie interne;99;L27;V8.0;02JUL2017:00:00:00;
L279;Dermite due à une substance non précisée prise par voie interne;99;L27;V8.0;02JUL2017:00:00:00;
L28;Lichen simplex chronique et prurigo;99;L28;V8.0;02JUL2017:00:00:00;
L280;Lichen simplex chronique;99;L28;V8.0;02JUL2017:00:00:00;
L281;Prurigo nodulaire de Hyde;99;L28;V8.0;02JUL2017:00:00:00;
L282;Autres formes de prurigo;99;L28;V8.0;02JUL2017:00:00:00;
L29;Prurit;99;L29;V8.0;02JUL2017:00:00:00;
L290;Prurit anal;99;L29;V8.0;02JUL2017:00:00:00;
L291;Prurit scrotal;99;L29;V8.0;02JUL2017:00:00:00;
L292;Prurit vulvaire;99;L29;V8.0;02JUL2017:00:00:00;
L293;Prurit ano-génital, sans précision;99;L29;V8.0;02JUL2017:00:00:00;
L298;Autres prurits;99;L29;V8.0;02JUL2017:00:00:00;
L299;Prurit, sans précision;99;L29;V8.0;02JUL2017:00:00:00;
L30;Autres dermites;99;L30;V8.0;02JUL2017:00:00:00;
L300;Dermite nummulaire;99;L30;V8.0;02JUL2017:00:00:00;
L301;Dyshidrose [pompholyx];99;L30;V8.0;02JUL2017:00:00:00;
L302;Autosensibilisation cutanée;99;L30;V8.0;02JUL2017:00:00:00;
L303;Dermite infectée;99;L30;V8.0;02JUL2017:00:00:00;
L304;Intertrigo érythémateux;99;L30;V8.0;02JUL2017:00:00:00;
L305;Pityriasis alba;99;L30;V8.0;02JUL2017:00:00:00;
L308;Autres dermites précisées;99;L30;V8.0;02JUL2017:00:00:00;
L309;Dermite, sans précision;99;L30;V8.0;02JUL2017:00:00:00;
L40;Psoriasis;99;L40;V8.0;02JUL2017:00:00:00;
L400;Psoriasis vulgaris;99;L40;V8.0;02JUL2017:00:00:00;
L401;Psoriasis pustulaire généralisé;99;L40;V8.0;02JUL2017:00:00:00;
L402;Acrodermatite continue de Hallopeau;99;L40;V8.0;02JUL2017:00:00:00;
L403;Pustulose palmaire et plantaire;99;L40;V8.0;02JUL2017:00:00:00;
L404;Psoriasis en goutte;99;L40;V8.0;02JUL2017:00:00:00;
L405;Psoriasis arthropathique (M07.0-M07.3*, M09.0*);99;L40;V8.0;02JUL2017:00:00:00;
L408;Autres psoriasis;99;L40;V8.0;02JUL2017:00:00:00;
L409;Psoriasis, sans précision;99;L40;V8.0;02JUL2017:00:00:00;
L41;Parapsoriasis;99;L41;V8.0;02JUL2017:00:00:00;
L410;Pityriasis lichénoïde et varioliforme aigu;99;L41;V8.0;02JUL2017:00:00:00;
L411;Pityriasis lichénoïde chronique;99;L41;V8.0;02JUL2017:00:00:00;
L412;Papulose lymphomatoïde;99;L41;V8.0;02JUL2017:00:00:00;
L413;Parapsoriasis à petites plaques;99;L41;V8.0;02JUL2017:00:00:00;
L414;Parapsoriasis à grandes plaques;99;L41;V8.0;02JUL2017:00:00:00;
L415;Parapsoriasis rétiforme;99;L41;V8.0;02JUL2017:00:00:00;
L418;Autres parapsoriasis;99;L41;V8.0;02JUL2017:00:00:00;
L419;Parapsoriasis, sans précision;99;L41;V8.0;02JUL2017:00:00:00;
L42;Pityriasis rosé de Gibert;99;L42;V8.0;02JUL2017:00:00:00;
L43;Lichen plan;99;L43;V8.0;02JUL2017:00:00:00;
L430;Lichen plan hypertrophique;99;L43;V8.0;02JUL2017:00:00:00;
L431;Lichen plan bulleux;99;L43;V8.0;02JUL2017:00:00:00;
L432;Réaction lichénoïde médicamenteuse;99;L43;V8.0;02JUL2017:00:00:00;
L433;Lichen plan subaigu (actif);99;L43;V8.0;02JUL2017:00:00:00;
L438;Autres lichen plans;99;L43;V8.0;02JUL2017:00:00:00;
L439;Lichen plan, sans précision;99;L43;V8.0;02JUL2017:00:00:00;
L44;Autres lésions papulo-squameuses;99;L44;V8.0;02JUL2017:00:00:00;
L440;Pityriasis rubra pilaire;99;L44;V8.0;02JUL2017:00:00:00;
L441;Lichen nitidus;99;L44;V8.0;02JUL2017:00:00:00;
L442;Lichen strié;99;L44;V8.0;02JUL2017:00:00:00;
L443;Lichen ruber moniliforme;99;L44;V8.0;02JUL2017:00:00:00;
L444;Acrodermatite érythématopapuleuse infantile [Giannoti-Crosti];99;L44;V8.0;02JUL2017:00:00:00;
L448;Autres lésions papulo-squameuses précisées;99;L44;V8.0;02JUL2017:00:00:00;
L449;Lésion papulo-squameuse, sans précision;99;L44;V8.0;02JUL2017:00:00:00;
L45;Lésions papulo-squameuses au cours de maladies classées ailleurs;99;L45;V8.0;02JUL2017:00:00:00;
L50;Urticaire;99;L50;V8.0;02JUL2017:00:00:00;
L500;Urticaire allergique;99;L50;V8.0;02JUL2017:00:00:00;
L208;Autres dermites atopiques;99;L20;V8.0;02JUL2017:00:00:00;
L209;Dermite atopique, sans précision;99;L20;V8.0;02JUL2017:00:00:00;
L21;Dermite séborrhéique;99;L21;V8.0;02JUL2017:00:00:00;
L210;Séborrhée de la tête;99;L21;V8.0;02JUL2017:00:00:00;
L211;Dermite séborrhéique infantile;99;L21;V8.0;02JUL2017:00:00:00;
L218;Autres dermites séborrhéiques;99;L21;V8.0;02JUL2017:00:00:00;
L219;Dermite séborrhéique, sans précision;99;L21;V8.0;02JUL2017:00:00:00;
L22;Dermite fessière du nourrisson;99;L22;V8.0;02JUL2017:00:00:00;
L23;Dermite allergique de contact;99;L23;V8.0;02JUL2017:00:00:00;
L230;Dermite allergique de contact due aux métaux;99;L23;V8.0;02JUL2017:00:00:00;
L231;Dermite allergique de contact due aux adhésifs;99;L23;V8.0;02JUL2017:00:00:00;
L232;Dermite allergique de contact due aux cosmétiques;99;L23;V8.0;02JUL2017:00:00:00;
L233;Dermite allergique de contact due à des médicaments en contact avec la peau;99;L23;V8.0;02JUL2017:00:00:00;
L234;Dermite allergique de contact due aux teintures;99;L23;V8.0;02JUL2017:00:00:00;
L235;Dermite allergique de contact due à d'autres produits chimiques;99;L23;V8.0;02JUL2017:00:00:00;
L236;Dermite allergique de contact due à des aliments en contact avec la peau;99;L23;V8.0;02JUL2017:00:00:00;
L237;Dermite allergique de contact due aux végétaux, sauf aliments;99;L23;V8.0;02JUL2017:00:00:00;
L238;Dermite allergique de contact due à d'autres agents;99;L23;V8.0;02JUL2017:00:00:00;
L239;Dermite allergique de contact, cause non précisée;99;L23;V8.0;02JUL2017:00:00:00;
L24;Dermite irritante de contact;99;L24;V8.0;02JUL2017:00:00:00;
L240;Dermite irritante de contact due aux détergents;99;L24;V8.0;02JUL2017:00:00:00;
L241;Dermite irritante de contact due aux huiles et aux graisses;99;L24;V8.0;02JUL2017:00:00:00;
L242;Dermite irritante de contact due aux solvants;99;L24;V8.0;02JUL2017:00:00:00;
L243;Dermite irritante de contact due aux cosmétiques;99;L24;V8.0;02JUL2017:00:00:00;
L244;Dermite irritante de contact due à des médicaments en contact avec la peau;99;L24;V8.0;02JUL2017:00:00:00;
L245;Dermite irritante de contact due à d'autres produits chimiques;99;L24;V8.0;02JUL2017:00:00:00;
L246;Dermite irritante de contact due à des aliments en contact avec la peau;99;L24;V8.0;02JUL2017:00:00:00;
L247;Dermite irritante de contact due aux végétaux, sauf aliments;99;L24;V8.0;02JUL2017:00:00:00;
L501;Urticaire idiopathique;99;L50;V8.0;02JUL2017:00:00:00;
L502;Urticaire provoquée par le froid et la chaleur;99;L50;V8.0;02JUL2017:00:00:00;
L503;Dermographisme;99;L50;V8.0;02JUL2017:00:00:00;
L504;Urticaire provoquée par vibration;99;L50;V8.0;02JUL2017:00:00:00;
L505;Urticaire cholinergique;99;L50;V8.0;02JUL2017:00:00:00;
L506;Urticaire de contact;99;L50;V8.0;02JUL2017:00:00:00;
L508;Autres formes d'urticaire;99;L50;V8.0;02JUL2017:00:00:00;
L509;Urticaire, sans précision;99;L50;V8.0;02JUL2017:00:00:00;
L51;Érythème polymorphe;99;L51;V8.0;02JUL2017:00:00:00;
L510;Érythème polymorphe non bulleux;99;L51;V8.0;02JUL2017:00:00:00;
