PRS_NAT;PRS_NAT_STA;PRS_NAT_CB2;PRS_NAT_LIB;NAT_SOI_TOP;TDM_NAT_AFF;PRS_NAT_TDM;NAT_CPL_ACT;CCA_CPL_COD;PRN_AID_TOP;PRS_SPP_TOP;TOP_SNI;TYA_COD;CEL_TYP;TOP_PRS_SOI;PRS_NAT_RGT;TOP_TRF_OPP;PRS_NAT_OBS;TEC_COL
2114;99;SRA;SUPPLEMENT SOINS PARTICULIEREMENT COUTEUX (ARRETE DU 29/06/1978);0;9;99;0;;0;;0;Z;22;0;0;;fermé le28/02/2009;0
2115;99;SSC;SUPPLEMENT SOINS CONTINUS;0;9;99;0;;0;;0;Z;22;0;0;;fermé le 28/02/2009;0
2116;99;NN1;SUPPLEMENT NEONATOLOGIE 1;0;9;99;0;;0;;0;Z;22;0;0;;;0
9722;99;AAF;AIDES FINANCIERES INDIVIDUELLES AUTRES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9723;99;RET;VACANCES RETRAITES (CLERCS ET EMPLOYES DE NOTAIRES);0;9;99;0;;0;;0;Z;;0;0;;fermé le 31/12/2008;0
9724;99;SCO;AIDE A LA SCOLARITE (CRPCEN);0;9;99;0;;0;;0;Z;21;0;0;;;0
9725;99;CES;ACCUEIL JEUNE ENFANT (CRPCEN);0;9;99;0;;0;;0;Z;21;0;0;;;0
9726;99;SOP;PRESTATIONS SUPPLÉMENTAIRES OPTIQUES CRPCEN;0;9;99;0;;0;;0;Z;21;0;0;;;0
9727;99;SAU;PRESTATIONS SUPPLÉMENTAIRES ACOUSTIQUES CRPCEN;0;9;99;0;;0;;0;Z;21;0;0;;;0
9729;99;DM1;ACCUEIL JEUNE ENFANT - CRPCEN 1;0;9;99;0;;0;;0;Z;21;0;0;;;0
9730;99;DM2;ACCUEIL JEUNE ENFANT - CRPCEN 2;0;9;99;0;;0;;0;Z;21;0;0;;;0
9731;99;AMU;COMPLEMENT A L'ACS;0;9;99;0;;0;;0;Z;21;0;0;;;0
9732;99;AFI;AIDE A L'ACQUISITION D'UNE COUVERTURE COMPLEMENTAIRE POUR LES VICTIMES DU SEUIL ACS;0;9;99;0;;0;;0;Z;21;0;0;;;0
9733;99;ARI;AIDE AU REPIT D'UN INDEPENDANT ACTIF;0;9;99;0;;0;;0;Z;21;0;0;;;0
9734;99;AII;AIDE AUX INDEPENDANTS INVALIDES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9735;99;AMA;AIDE AU MAINTIEN DANS L'ACTIVITE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9741;99;HLO;AIDES AU LOGEMENT;0;9;99;0;;0;;0;Z;21;0;0;;;0
9742;99;HCO;AIDE A LA COMMUNICATION HORS AUDITIF;0;9;99;0;;0;;0;Z;21;0;0;;;0
9743;99;HAT;AIDES A LA DEAMBULATION ET AU TRANSPORT;0;9;99;0;;0;;0;Z;21;0;0;;;0
9744;99;HAU;AUTRES TYPES D AIDES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9751;99;SPL;FOURNITURES ET ACCESSOIRES NON REMBOURSABLES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9752;99;HAD;GARDES MALADES A DOMICILE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9761;99;SOR;AIDES FINANCIERES INDIVIDUELLES ORTHODONTIE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9762;99;SEP;AIDES FINANCIERES INDIVIDUELLES PHARMACIE/LPP;0;9;99;0;;0;;0;Z;21;0;0;;;0
9763;99;DIL;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AU LOGEMENT;0;9;99;0;;0;;0;Z;21;0;0;;;0
9764;99;DIB;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX BESOINS ALIMENTAIRES ET VESTIMENTAIRES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9765;99;DIS;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS DE SCOLARISATION;0;9;99;0;;0;;0;Z;21;0;0;;;0
9766;99;DIT;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX REGLEMENTS D'IMPOTS TAXES ET PRIMES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9767;99;DIA;AIDES FINANCIERES A CARACTERE SOCIAL D'ATTENTE DE VERSEMENT DE REVENUS DE SUBSTITUTION;0;9;99;0;;0;;0;Z;21;0;0;;;0
9768;99;DIO;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS D'OBSEQUES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9769;99;DIN;AIDES FINANCIERES A CARACTERE SOCIAL PALLIANT L'ABSENCE DE REVENUS;0;9;99;0;;0;;0;Z;21;0;0;;;0
9771;99;HPA;AIDES PROTHESES AUDITIVES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9772;99;HAI;AIDES MENAGERES;0;9;99;0;;0;;0;Z;21;0;0;;;0
9773;99;ASH;AIDES MENAGERES SORTIE D'HOSPITALISATION COORDONNEE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9774;99;PSH;ACTES FOURNITURES SORTIE D'HOSPITALISATION COORDONNEE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9775;99;PAD;AIDES MENAGERES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9776;99;PFD;ACTES FOURNITURES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9777;99;PPL;PHARMACIE NON REMBOURSABLE SOINS PALLIATIFS;0;9;99;0;;0;;0;Z;21;0;0;;;0
9778;99;BCP;BILANS DE COMPETENCES ET REORIENTATION PROFESSIONNELLE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9801;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9802;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9803;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9804;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9805;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9806;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9807;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9808;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9809;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9810;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9811;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9812;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9813;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9814;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9815;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9816;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9817;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9818;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9819;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9820;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9821;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9822;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9823;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9824;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9825;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9826;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9827;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9828;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9829;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9830;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9831;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9832;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9833;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9834;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9835;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9836;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9837;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9838;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9839;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9840;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9841;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9842;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9843;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9844;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9845;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9846;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9847;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9848;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9849;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9850;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9851;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9852;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9853;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9854;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9855;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9856;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9857;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9858;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9859;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9860;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9861;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9862;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9863;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9864;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9865;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9866;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9867;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9868;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9869;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9870;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9871;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9872;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9873;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9874;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9875;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9876;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9877;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9878;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9879;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9880;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9881;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9882;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9883;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9884;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9885;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9886;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9887;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9888;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9889;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9890;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9891;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9892;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9893;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9894;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9895;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9896;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9897;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9898;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9899;99;;CODES MIS A LA DISPOSITION DE LA SNCF;0;9;99;0;;0;;0;Z;;0;0;;Specifique NTEIR;0
9901;99;TRA;TRANSPORT POUR PERSONNE ACCOMPAGNANTE (MILITAIRES);0;9;99;0;;0;;0;Z;21;0;0;;;0
9902;99;AFA;AIDE SOCIALE (MILITAIRES);0;9;99;0;;0;;0;Z;21;0;0;;;0
9911;99;AIM;AIDE MENAGERE;0;9;99;0;;0;;0;Z;21;0;0;;;0
9912;99;AFM;AIDE MENAGERE FAMILIALE (MILITAIRES);0;9;99;0;;0;;0;Z;21;0;0;;;0
9999;99;;VALEUR INCONNUE;9;9;99;0;;0;;0;I;;0;0;;;1
4203;99;TMR;SUPPLEMENT TRANSPORT PERSONNE MOBILITE REDUITE;1;9;99;0;;0;;1;Z;21;1;92;;;0
3580;99;SV1;OPTIQUE - ADAPTATION VERRE DE CLASSE B;1;9;99;0;;1;;1;Z;21;0;6;;;0
3584;99;SV2;OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;1;9;99;0;;1;;1;Z;21;0;6;;;0
3585;99;SV4;OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);1;9;99;0;;1;;1;Z;21;0;6;;;0
5129;99;SV2;FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;0;9;99;0;;0;;1;Z;;0;40;;;0
5130;99;SV4;FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);0;9;99;0;;0;;1;Z;;0;40;;;0
2102;99;PFA;PROTOCOLE FRANCO ALGERIEN;0;9;99;0;;0;;0;Z;22;0;10;;;0
1438;99;BDX;BUCCO DENT. CONSULTATION COMPLEXE MATERNITE;1;9;99;0;;1;;1;C;20;0;20;;;0
9435;99;BDX;BUCCO DENT. CONSULTATION COMPLEXE;0;9;99;0;;1;;1;C;20;0;20;;;0
1439;99;BRP;BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE MATERNITE;1;9;99;0;;1;;1;C;20;0;20;;;0
9436;99;BRP;BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE;0;9;99;0;;1;;1;C;20;0;20;;;0
2280;99;IFY;FORFAIT IFAQ PSY;0;9;99;0;;0;;0;Z;22;0;0;;;0
4364;99;AMT;AIDE MAINTENANCE TELETRANSMISSION;0;9;99;0;;0;;1;Z;Z;0;47;;;0
4365;99;APT;AIDE PORTABLE TELETRANSMISSION;0;9;99;0;;0;;1;Z;Z;0;47;;;0
4366;99;ADT;AIDE DEMARRAGE TELETRANSMISSION;0;9;99;0;;0;;1;Z;Z;0;47;;;0
4367;99;ARD;AIDE ADHESION RAPIDE DISPOSITIF;0;9;99;0;;0;;1;Z;Z;0;47;;;0
4368;99;FCS;FORFAIT STRUCTURE CENTRE DE SANTE;0;9;99;0;;0;;0;Z;Z;0;0;;;0
4369;99;FPS;FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE;0;9;99;0;;0;;0;Z;Z;0;0;;;0
4370;99;IFT;FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION;0;9;99;0;;0;;0;Z;;0;0;;;0
4371;99;FSM;FORFAIT DE SOINS MEDICALISES (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES);1;9;99;0;;0;;0;Z;21;0;0;;;0
4372;99;FRC;FORFAIT REPOS CONVALESCENCE (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES);1;9;99;0;;0;;0;Z;21;0;0;;;0
4373;99;EDS;EXAMEN DE SANTE;1;9;99;0;;0;;0;Z;21;0;0;;;0
4374;99;MDS;MÉCANISME DE COMPENSATION AUX CENTRES DE SANTÉ;1;9;99;0;;0;;0;Z;20;0;0;0;;0
4375;99;OMJ;AIDE OUTIL DE MISE A JOUR;0;9;99;0;;0;;0;Z;21;0;0;;;0
4376;99;LTD;LIGNE TELEPHONIQUE DEDIEE;0;9;99;0;;0;;0;Z;21;0;0;;;0
4377;99;PSM;PIED SUPPORT MATERIEL;0;9;99;0;;0;;0;Z;21;0;0;;;0
4378;99;SOD;SUPPLEMENT OFFICINE DOM;0;9;99;0;;0;;0;Z;21;0;0;;;0
4379;99;ADS;AVANCE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ;1;9;99;0;;0;;0;Z;20;0;0;0;;0
4380;99;SDS;SOLDE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ;1;9;99;0;;0;;0;Z;20;0;0;0;;0
4381;99;HN;ACTES NON NOMENCLATURE;0;9;99;0;;1;;1;Z;20;0;60;;;0
4382;99;PHN;PHARMACIE NON REMBOURSABLE;0;9;99;0;;1;;1;Z;21;0;45;;;0
4391;99;RCP;RESPONSABILITE CIVILE PROFESSIONNELLE;0;9;99;0;;0;;1;Z;;0;48;;fermé le 06/04/2006;0
4392;99;RCO;RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE;0;9;99;0;;0;;1;Z;20;0;48;;;0
4393;99;RC1;RESPONSABILITE CIVILE CHIRURGIE 1;0;9;99;0;;0;;1;Z;20;0;48;;;0
4394;99;RC2;RESPONSABILITE CIVILE CHIRURGIE 2;0;9;99;0;;0;;1;Z;20;0;48;;;0
4395;99;RCA;RESPONSABILITE CIVILE ANESTHESIE REANIMATION;0;9;99;0;;0;;1;Z;20;0;48;;;0
4396;99;PRS;PRIME RESPONSABILITE SPECIALISTE;0;9;99;0;;0;;1;Z;20;0;48;;;0
4397;99;ACR;PRIME ACCREDITATION SPECIALISTE;0;9;99;0;;0;;1;Z;20;0;0;;;0
4411;99;;AIDE SOCIALE;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4412;99;;DISPENSAIRES ANTITUBERCULEUX;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4413;99;;DISPENSAIRES ANTIVENERIENS;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4414;99;;HYGIENE MENTALE;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4415;99;;ETABLISSEMENTS DE LUTTE CONTRE LA TUBERCULOSE;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4416;99;;PROTECTION MATERNELLE ET INFANTILE;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4417;99;;AUTRES PARTICIPATIONS FORFAITAIRES NON INDIVIDUALISEES;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4419;99;;AUTRES DEPENSES NON INDIVIDUALISEES;1;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4501;99;CNT;CONTROLES MEDICAUX (CLERCS ET EMPLOYES DE NOTAIRES);0;9;99;0;;0;;0;Z;21;0;0;;;0
4511;99;CDC;CAPITAL DECES;0;9;99;0;;0;;0;Z;24;0;0;;;0
4512;99;FCC;FORFAIT CDC COTISANT  TI;0;9;99;0;;0;;0;Z;21;0;14;;;0
4513;99;FRI;FORFAIT CDC RETRAITE TI;0;9;99;0;;0;;0;Z;21;0;14;;;0
4514;99;FPR;FORFAIT CDC POLY-RETRAITE;0;9;99;0;;0;;0;Z;21;0;14;;;0
4515;99;AOT;ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE;0;9;99;0;;0;;0;Z;21;0;14;;;0
4611;99;FDI;FORFAIT DIVERS PAYES A LA STRUCTURE DE SOINS (FILIERES ET RESEAUX);1;9;99;0;;0;;0;Z;21;0;0;;;0
4612;99;FET;FORFAIT D EDUCATION THERAPEUTIQUE ET D INTERESSEMENT (FILIERES ET RESEAUX);1;9;99;0;;0;;0;Z;21;0;0;;;0
5101;99;OP1;FORFAIT VERRES UNIFOCAUX OP1;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5102;99;OP2;FORFAIT VERRES UNIFOCAUX OP2;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5103;99;OP3;FORFAIT VERRES UNIFOCAUX OP3;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5104;99;OP4;FORFAIT VERRES UNIFOCAUX OP4;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5105;99;OP5;FORFAIT VERRES UNIFOCAUX OP5;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5106;99;OP6;FORFAIT VERRES UNIFOCAUX OP6;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5107;99;OPM;FORFAIT MONTURE CMU;0;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5108;99;OME;FORFAIT CMUC MONTURE MOINS DE 18 ANS OME;0;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
